,z,x,y,class_code
58,177.0,336.30828857421875,880.2540893554688,0
59,177.0,326.7423400878906,841.4588928222656,0
60,177.0,332.0567626953125,823.3899078369141,0
61,177.0,382.01220703125,847.8361968994141,0
62,177.0,395.2982177734375,933.9295959472656,0
63,177.0,416.0244140625,940.3069152832032,0
64,177.0,406.9899291992188,804.7894744873047,0
65,177.0,359.6916809082031,802.1322631835938,0
66,177.0,285.8213806152344,790.9720153808594,0
67,177.0,291.13580322265625,761.9803009033203,0
68,177.0,307.6104736328125,764.6375122070312,0
69,177.0,334.7139587402344,711.493408203125,0
70,177.0,353.8458557128906,709.3676452636719,0
71,177.0,365.006103515625,684.3899230957031,0
72,177.0,324.6165771484375,675.8868713378906,0
73,177.0,291.667236328125,657.2864379882812,0
74,177.0,383.6065368652344,740.7226715087891,0
75,177.0,410.1785888671875,744.9741973876953,0
76,177.0,433.13580322265625,653.5663528442383,0
77,177.0,445.890380859375,716.2763977050781,0
78,177.0,467.6794738769531,708.8362121582031,0
79,177.0,454.92486572265625,737.5340270996094,0
80,177.0,485.7484436035156,727.9680938720703,0
81,177.0,430.4786071777344,788.5523529052734,0
82,177.0,478.3082885742188,777.39208984375,0
83,177.0,552.1785888671875,767.2947235107422,0
84,177.0,462.7707061767578,833.830078125,0
85,177.0,490.9370880126953,859.3392639160156,0
86,177.0,522.2920989990233,855.0877380371094,0
87,177.0,553.1156616210939,855.6191711425781,0
88,177.0,555.7728881835939,827.9842224121094,0
89,177.0,545.14404296875,898.1344604492188,0
90,177.0,507.41172790527344,904.511749267578,0
91,177.0,479.7768707275391,918.3292236328124,0
92,177.0,446.8274688720703,914.0776977539062,0
93,177.0,465.4279022216797,884.3169860839844,0
94,78.0,645.0405883789062,939.523956298828,0
95,78.0,626.9715881347656,924.6436157226562,0
96,78.0,670.018310546875,915.6091003417968,0
97,78.0,683.8357849121094,882.6597900390625,0
98,78.0,603.0567626953125,867.7794342041016,0
99,78.0,588.7078552246094,831.1100006103516,0
100,78.0,574.3589477539062,804.0065155029297,0
101,78.0,618.468505859375,804.5379638671875,0
102,78.0,648.7606811523438,819.4183044433594,0
103,78.0,676.3955993652344,671.5095825195312,0
104,78.0,605.7139587402344,710.3047637939453,0
105,78.0,592.9593811035156,741.1283416748047,0
106,78.0,605.1825256347656,754.9458160400391,0
107,78.0,584.9877624511719,769.8261566162109,0
108,78.0,666.8296813964844,733.6881713867188,0
109,78.0,695.5698394775391,767.2318344116211,0
110,78.0,704.6043243408203,699.207389831543,0
111,78.0,826.3043212890625,651.3776931762695,0
112,78.0,813.5497436523438,681.1383895874022,0
113,78.0,765.7200775146484,745.9741897583008,0
114,78.0,704.6043548583984,813.1039123535156,0
115,78.0,734.8964691162109,838.6130676269531,0
116,78.0,710.4501800537109,848.71044921875,0
117,78.0,721.6104583740234,888.0370788574219,0
118,78.0,773.1602325439453,925.2379455566406,0
119,141.0,124.98674011230469,658.6048049926758,0
120,141.0,66.3675537109375,791.6944885253906,0
121,141.0,56.42376708984375,831.9431762695312,0
122,141.0,187.224853515625,821.0988464355469,0
123,141.0,230.31460571289062,826.7810363769531,0
124,141.0,200.00970458984372,758.5950317382812,0
125,141.0,236.4703063964844,742.0220336914062,0
126,141.0,253.04324340820312,726.3960723876953,0
127,141.0,286.18927001953125,776.5885314941406,0
128,141.0,292.54327392578125,679.7270050048827,0
129,210.0,416.0,38.46665954589844,0
130,210.0,427.0,69.46665954589844,0
131,60.0,677.7833404541017,667.3500061035156,0
132,60.0,669.7833404541017,623.3500061035156,0
133,60.0,600.7833404541017,561.3500061035156,0
134,60.0,558.7833404541017,563.3500061035156,0
135,60.0,596.7833404541017,595.3500061035156,0
136,60.0,612.7833404541017,701.3500061035156,0
137,60.0,544.7833404541017,592.3500061035156,0
138,102.0,712.7833404541016,771.3500061035156,0
139,102.0,682.7833404541017,742.3500061035156,0
140,102.0,736.7833404541016,672.3500061035156,0
141,102.0,657.7833404541017,669.3500061035156,0
142,102.0,664.7833404541017,728.3500061035156,0
143,102.0,812.7833404541016,822.3500061035156,0
144,102.0,882.7833404541016,813.3500061035156,0
145,102.0,920.7833251953124,767.3500061035156,0
146,102.0,801.7833404541016,710.3500061035156,0
147,102.0,822.7833404541016,724.3500061035156,0
148,102.0,811.7833404541016,735.3500061035156,0
149,102.0,849.7833404541016,888.3500061035156,0
150,102.0,846.7833404541016,908.3500061035156,0
151,102.0,805.7833404541016,913.3500061035156,0
152,102.0,783.7833404541016,866.3500061035156,0
153,102.0,652.7833404541017,818.3500061035156,0
154,102.0,662.7833404541017,857.3500061035156,0
155,102.0,687.7833404541016,881.3500061035156,0
156,102.0,833.7833404541016,779.3500061035156,0
157,102.0,716.7833404541016,671.3500061035156,0
158,75.0,716.796875,13.5,0
159,75.0,763.796875,8.5,0
160,75.0,726.796875,77.5,0
161,75.0,786.796875,88.5,0
162,75.0,764.796875,136.5,0
163,75.0,833.796875,162.5,0
164,75.0,838.796875,221.5,0
165,75.0,807.796875,248.5,0
166,30.0,388.296875,712.75,0
167,36.0,386.296875,710.5,0
168,36.0,334.296875,621.5,0
169,36.0,287.296875,579.5,0
170,36.0,281.296875,552.5,0
171,39.0,191.296875,217.5,0
172,39.0,135.296875,57.5,0
173,39.0,242.296875,25.5,0
174,39.0,279.296875,268.5,0
175,39.0,245.296875,258.5,0
176,39.0,224.296875,257.5,0
177,27.0,313.296875,102.5,0
178,27.0,363.296875,246.5,0
179,27.0,282.296875,270.5,0
180,9.0,669.296875,20.5,0
181,114.0,55.296875,825.5,0
182,114.0,95.296875,795.5,0
183,114.0,209.296875,782.5,0
184,114.0,261.296875,798.5,0
185,99.0,205.296875,779.5,0
186,99.0,90.296875,824.5,0
187,126.0,726.296875,53.5,0
188,126.0,763.296875,8.5,0
189,126.0,819.296875,24.5,0
190,126.0,795.296875,94.5,0
191,126.0,781.296875,141.5,0
192,126.0,782.296875,229.5,0
193,126.0,766.296875,262.5,0
194,126.0,800.296875,262.5,0
195,126.0,833.296875,274.5,0
196,126.0,800.296875,296.5,0
197,63.0,721.296875,7.5,0
198,63.0,742.296875,188.5,0
199,63.0,738.296875,224.5,0
200,63.0,794.296875,10.5,0
201,63.0,790.296875,49.5,0
202,63.0,785.296875,89.5,0
203,63.0,762.296875,133.5,0
204,63.0,799.296875,174.5,0
205,63.0,816.296875,130.5,0
206,63.0,889.296875,149.5,0
207,63.0,858.296875,83.5,0
208,63.0,866.296875,46.5,0
209,63.0,836.296875,27.5,0
210,63.0,918.296875,29.5,0
211,63.0,926.296875,125.5,0
212,63.0,925.296875,200.5,0
213,63.0,877.296875,199.5,0
214,63.0,916.296875,279.5,0
215,63.0,715.296875,11.5,0
216,63.0,795.296875,10.5,0
217,63.0,834.296875,24.5,0
218,63.0,864.296875,45.5,0
219,63.0,858.296875,84.5,0
220,63.0,795.296875,41.5,0
221,63.0,773.296875,61.5,0
222,63.0,784.296875,85.5,0
223,63.0,763.296875,135.5,0
224,63.0,811.296875,130.5,0
225,63.0,921.296875,121.5,0
226,63.0,887.296875,149.5,0
227,63.0,919.296875,197.5,0
228,63.0,877.296875,201.5,0
229,63.0,913.296875,279.5,0
230,63.0,810.296875,245.5,0
231,63.0,796.296875,173.5,0
232,63.0,741.296875,183.5,0
233,63.0,737.296875,223.5,0
234,63.0,725.296875,72.5,0
235,57.0,558.296875,558.5,0
236,57.0,597.296875,593.5,0
237,57.0,779.296875,579.5,0
238,291.0,768.296875,122.5,0
239,39.0,654.0719451904298,344.9411811828613,0
240,39.0,669.3716278076173,321.7848930358887,0
241,39.0,690.4603881835938,295.32056999206543,0
242,39.0,695.8359527587891,285.39644908905035,0
243,39.0,736.3928527832031,300.38809680938715,0
244,39.0,606.2411117553711,372.1855163574219,0
245,39.0,567.5446186065674,400.67943572998047,0
246,39.0,553.0719404220581,426.7302551269531,0
247,39.0,546.86936378479,380.83118438720703,0
248,75.0,557.296875,562.5,0
249,75.0,600.296875,600.5,0
250,75.0,608.296875,753.5,0
251,75.0,576.296875,802.5,0
252,75.0,642.296875,828.5,0
253,75.0,787.296875,555.5,0
254,75.0,799.296875,820.5,0
255,75.0,692.296875,764.5,0
256,75.0,667.296875,730.5,0
257,75.0,678.296875,669.5,0
258,75.0,787.296875,594.5,0
259,75.0,825.296875,650.5,0
260,75.0,730.296875,563.5,0
261,6.0,674.296875,12.5,0
262,6.0,665.296875,26.5,0
263,96.0,206.296875,780.5,0
264,96.0,164.296875,747.5,0
265,96.0,151.296875,770.5,0
266,96.0,103.296875,772.5,0
267,96.0,89.296875,824.5,0
268,111.0,520.296875,538.5,0
269,195.0,719.296875,658.5,0
270,195.0,758.296875,594.5,0
271,195.0,665.296875,560.5,0
272,195.0,649.296875,630.5,0
273,195.0,612.296875,574.5,0
274,195.0,595.296875,648.5,0
275,195.0,583.296875,689.5,0
276,195.0,606.296875,720.5,0
277,195.0,720.296875,753.5,0
278,195.0,744.296875,783.5,0
279,195.0,726.296875,809.5,0
280,195.0,606.296875,760.5,0
281,195.0,648.296875,710.5,0
282,219.0,466.296875,331.5,0
283,219.0,539.296875,308.5,0
284,219.0,296.296875,411.5,0
285,219.0,399.296875,451.5,0
286,219.0,535.296875,439.5,0
287,219.0,548.296875,530.5,0
288,219.0,322.296875,544.5,0
289,219.0,455.296875,552.5,0
290,237.0,666.296875,144.5,0
291,237.0,719.296875,136.5,0
292,237.0,751.296875,170.5,0
293,237.0,775.296875,130.5,0
294,237.0,589.296875,237.5,0
295,237.0,620.296875,276.5,0
296,237.0,562.296875,297.5,0
297,237.0,581.296875,268.5,0
298,246.0,445.296875,612.5,0
299,246.0,461.296875,660.5,0
300,246.0,480.296875,697.5,0
301,246.0,480.296875,728.5,0
302,246.0,521.296875,722.5,0
303,246.0,361.296875,797.5,0
304,246.0,336.296875,820.5,0
305,252.0,804.296875,830.5,0
306,252.0,741.296875,763.5,0
307,252.0,716.296875,703.5,0
308,252.0,638.296875,701.5,0
309,252.0,609.296875,687.5,0
310,252.0,555.296875,708.5,0
311,252.0,574.296875,896.5,0
312,27.0,668.296875,20.5,0
313,27.0,721.296875,54.5,0
314,27.0,837.296875,89.5,0
315,27.0,662.296875,240.5,0
316,27.0,583.296875,292.5,0
317,135.0,551.296875,697.5,0
318,135.0,575.296875,726.5,0
319,135.0,550.296875,723.5,0
320,135.0,598.296875,710.5,0
321,135.0,600.296875,732.5,0
322,135.0,598.296875,686.5,0
323,135.0,692.296875,651.5,0
324,135.0,759.296875,708.5,0
325,135.0,746.296875,743.5,0
326,135.0,770.296875,759.5,0
327,135.0,807.296875,765.5,0
328,135.0,798.296875,798.5,0
329,135.0,830.296875,804.5,0
330,135.0,830.296875,840.5,0
331,135.0,765.296875,906.5,0
332,135.0,770.296875,939.5,0
333,135.0,722.296875,932.5,0
334,135.0,614.296875,905.5,0
335,135.0,599.296875,927.5,0
336,135.0,561.296875,833.5,0
337,135.0,561.296875,884.5,0
338,135.0,563.296875,908.5,0
339,135.0,607.296875,847.5,0
340,135.0,575.296875,768.5,0
341,135.0,635.296875,771.5,0
342,135.0,682.296875,856.5,0
343,135.0,712.296875,785.5,0
344,135.0,737.296875,803.5,0
345,135.0,766.296875,817.5,0
346,135.0,737.296875,828.5,0
347,135.0,685.296875,708.5,0
348,144.0,341.296875,396.5,0
349,144.0,459.296875,281.5,0
350,144.0,560.296875,507.5,0
351,144.0,532.296875,562.5,0
352,150.0,204.296875,760.5,0
353,150.0,293.296875,681.5,0
354,150.0,113.296875,773.5,0
355,150.0,70.296875,793.5,0
356,150.0,46.296875,862.5,0
357,150.0,40.296875,939.5,0
358,150.0,200.296875,908.5,0
359,150.0,708.296875,660.5,0
360,150.0,684.296875,705.5,0
361,150.0,691.296875,772.5,0
362,150.0,671.296875,790.5,0
363,150.0,660.296875,854.5,0
364,150.0,653.296875,876.5,0
365,150.0,682.296875,910.5,0
366,150.0,786.296875,878.5,0
367,150.0,769.296875,940.5,0
368,150.0,764.296875,815.5,0
369,150.0,834.296875,843.5,0
370,150.0,851.296875,801.5,0
371,150.0,834.296875,776.5,0
372,150.0,829.296875,731.5,0
373,150.0,803.296875,715.5,0
374,150.0,803.296875,687.5,0
375,150.0,782.296875,651.5,0
376,150.0,752.296875,664.5,0
377,150.0,909.296875,683.5,0
378,150.0,779.296875,742.5,0
379,183.0,632.296875,601.5,0
380,183.0,644.296875,642.5,0
381,183.0,614.296875,666.5,0
382,183.0,605.296875,721.5,0
383,183.0,553.296875,765.5,0
384,183.0,632.296875,825.5,0
385,183.0,742.296875,783.5,0
386,183.0,788.296875,779.5,0
387,183.0,728.296875,726.5,0
388,183.0,722.296875,659.5,0
389,183.0,758.296875,591.5,0
390,183.0,786.296875,622.5,0
391,183.0,820.296875,583.5,0
392,183.0,788.296875,564.5,0
393,183.0,751.296875,546.5,0
394,183.0,804.296875,727.5,0
395,222.0,609.296875,660.5,0
396,222.0,839.296875,706.5,0
397,222.0,716.296875,566.5,0
398,222.0,764.296875,553.5,0
399,222.0,739.296875,827.5,0
400,75.0,723.296875,82.5,0
401,75.0,764.296875,7.5,0
402,75.0,714.296875,11.5,0
403,75.0,786.296875,89.5,0
404,75.0,767.296875,135.5,0
405,75.0,795.296875,173.5,0
406,75.0,837.296875,163.5,0
407,75.0,875.296875,197.5,0
408,75.0,842.296875,219.5,0
409,75.0,807.296875,245.5,0
410,75.0,846.296875,293.5,0
411,75.0,913.296875,288.5,0
412,75.0,898.296875,246.5,0
413,75.0,939.296875,159.5,0
414,75.0,888.296875,150.5,0
415,75.0,911.296875,27.5,0
416,75.0,903.296875,95.5,0
417,75.0,929.296875,121.5,0
418,141.0,911.296875,374.5,0
419,141.0,932.296875,424.5,0
420,141.0,874.296875,447.5,0
421,141.0,889.296875,488.5,0
422,141.0,905.296875,531.5,0
423,141.0,818.296875,466.5,0
424,141.0,733.296875,510.5,0
425,141.0,880.296875,321.5,0
426,141.0,895.296875,288.5,0
427,171.0,764.796875,127.5,0
428,171.0,791.796875,180.5,0
429,171.0,579.796875,70.5,0
430,186.0,896.796875,282.5,0
431,186.0,926.796875,271.5,0
432,186.0,938.796875,299.5,0
433,186.0,938.796875,329.5,0
434,186.0,934.796875,360.5,0
435,186.0,891.796875,332.5,0
436,186.0,757.796875,436.5,0
437,186.0,680.796875,410.5,0
438,186.0,667.796875,442.5,0
439,186.0,664.796875,491.5,0
440,186.0,705.796875,507.5,0
441,186.0,752.796875,540.5,0
442,186.0,789.796875,562.5,0
443,186.0,658.796875,559.5,0
444,210.0,176.296875,413.5,0
445,237.0,535.296875,691.5,0
446,237.0,398.296875,778.5,0
447,264.0,446.296875,536.5,0
448,264.0,473.296875,605.5,0
449,264.0,460.296875,657.5,0
450,264.0,500.296875,674.5,0
451,264.0,477.296875,697.5,0
452,264.0,480.296875,725.5,0
453,264.0,518.296875,717.5,0
454,264.0,308.296875,722.5,0
455,147.0,202.296875,757.5,0
456,147.0,198.296875,905.5,0
457,147.0,131.296875,902.5,0
458,87.0,71.296875,769.5,0
459,87.0,194.296875,749.5,0
460,30.0,827.296875,18.5,0
461,30.0,835.296875,90.5,0
462,30.0,749.296875,81.5,0
463,30.0,717.296875,53.5,0
464,30.0,704.296875,37.5,0
465,30.0,696.296875,133.5,0
466,30.0,741.296875,156.5,0
467,30.0,732.296875,186.5,0
468,30.0,681.296875,164.5,0
469,30.0,656.296875,237.5,0
470,30.0,162.296875,569.5,0
471,30.0,78.296875,549.5,0
472,30.0,32.296875,576.5,0
473,102.0,490.296875,569.5,0
474,102.0,480.296875,622.5,0
475,102.0,396.296875,633.5,0
476,102.0,424.296875,668.5,0
477,102.0,485.296875,696.5,0
478,102.0,370.296875,712.5,0
479,102.0,440.296875,726.5,0
480,102.0,355.296875,770.5,0
481,102.0,373.296875,828.5,0
482,102.0,426.296875,774.5,0
483,111.0,642.296875,562.5,0
484,111.0,584.296875,561.5,0
485,111.0,587.296875,599.5,0
486,111.0,608.296875,622.5,0
487,111.0,577.296875,671.5,0
488,111.0,629.296875,634.5,0
489,111.0,738.296875,659.5,0
490,111.0,797.296875,645.5,0
491,111.0,831.296875,638.5,0
492,111.0,782.296875,723.5,0
493,111.0,718.296875,747.5,0
494,111.0,732.296875,772.5,0
495,111.0,599.296875,684.5,0
496,111.0,642.296875,789.5,0
497,111.0,622.296875,723.5,0
498,111.0,621.296875,748.5,0
499,111.0,594.296875,753.5,0
500,111.0,585.296875,780.5,0
501,165.0,268.296875,776.5,0
502,165.0,270.296875,807.5,0
503,165.0,98.296875,831.5,0
504,165.0,196.296875,843.5,0
505,165.0,183.296875,862.5,0
506,165.0,175.296875,890.5,0
507,165.0,120.296875,889.5,0
508,165.0,77.296875,895.5,0
509,165.0,24.296875,902.5,0
510,135.0,535.296875,560.5,0
511,135.0,550.296875,589.5,0
512,135.0,497.296875,595.5,0
513,135.0,465.296875,642.5,0
514,135.0,550.296875,698.5,0
515,135.0,354.296875,726.5,0
516,135.0,528.296875,781.5,0
517,135.0,369.296875,632.5,0
518,135.0,353.296875,783.5,0
519,135.0,559.296875,830.5,0
520,135.0,537.296875,820.5,0
521,135.0,551.296875,724.5,0
522,135.0,455.296875,716.5,0
523,135.0,471.296875,695.5,0
524,135.0,287.296875,774.5,0
525,135.0,402.296875,830.5,0
526,135.0,428.296875,672.5,0
527,135.0,425.296875,648.5,0
528,135.0,385.296875,676.5,0
529,135.0,339.296875,653.5,0
530,135.0,365.296875,677.5,0
531,135.0,347.296875,690.5,0
532,135.0,364.296875,808.5,0
533,135.0,295.296875,682.5,0
534,165.0,268.296875,772.5,0
535,165.0,268.296875,810.5,0
536,165.0,61.296875,792.5,0
537,165.0,95.296875,828.5,0
538,198.0,129.296875,733.5,0
539,198.0,147.296875,762.5,0
540,198.0,199.296875,754.5,0
541,198.0,273.296875,735.5,0
542,198.0,259.296875,760.5,0
543,198.0,286.296875,758.5,0
544,198.0,25.296875,812.5,0
545,198.0,101.296875,807.5,0
546,198.0,122.296875,785.5,0
547,225.0,774.296875,127.5,0
548,225.0,664.296875,151.5,0
549,225.0,894.296875,279.5,0
550,225.0,760.296875,557.5,0
551,225.0,718.296875,567.5,0
552,225.0,897.296875,608.5,0
553,225.0,842.296875,629.5,0
554,225.0,715.296875,704.5,0
555,225.0,737.296875,765.5,0
556,225.0,745.296875,821.5,0
557,225.0,709.296875,805.5,0
558,225.0,778.296875,794.5,0
559,225.0,822.296875,827.5,0
560,225.0,837.296875,704.5,0
561,225.0,873.296875,707.5,0
562,225.0,908.296875,689.5,0
563,225.0,871.296875,655.5,0
564,225.0,901.296875,645.5,0
565,225.0,921.296875,658.5,0
566,237.0,717.296875,705.5,0
567,237.0,739.296875,763.5,0
568,237.0,779.296875,792.5,0
569,237.0,818.296875,826.5,0
570,237.0,782.296875,900.5,0
571,237.0,762.296875,874.5,0
572,237.0,721.296875,844.5,0
573,237.0,749.296875,820.5,0
574,237.0,702.296875,804.5,0
575,237.0,637.296875,700.5,0
576,237.0,622.296875,670.5,0
577,237.0,615.296875,716.5,0
578,237.0,618.296875,753.5,0
579,237.0,600.296875,759.5,0
580,237.0,551.296875,763.5,0
581,237.0,590.296875,781.5,0
582,237.0,568.296875,776.5,0
583,237.0,575.296875,833.5,0
584,237.0,634.296875,813.5,0
585,237.0,629.296875,827.5,0
586,237.0,655.296875,936.5,0
587,237.0,584.296875,873.5,0
588,72.0,726.296875,70.5,0
589,72.0,767.296875,134.5,0
590,72.0,786.296875,85.5,0
591,72.0,806.296875,244.5,0
592,72.0,773.296875,246.5,0
593,72.0,836.296875,220.5,0
594,72.0,831.296875,156.5,0
595,72.0,809.296875,138.5,0
596,72.0,793.296875,177.5,0
597,72.0,717.296875,12.5,0
598,72.0,776.296875,30.5,0
599,72.0,787.296875,50.5,0
600,198.0,514.296875,748.5,0
601,198.0,546.296875,764.5,0
602,198.0,532.296875,710.5,0
603,198.0,536.296875,664.5,0
604,198.0,488.296875,730.5,0
605,198.0,469.296875,704.5,0
606,198.0,437.296875,686.5,0
607,198.0,399.296875,703.5,0
608,198.0,388.296875,667.5,0
609,198.0,360.296875,684.5,0
610,198.0,333.296875,677.5,0
611,198.0,466.296875,886.5,0
612,198.0,317.296875,753.5,0
613,198.0,368.296875,750.5,0
614,198.0,352.296875,786.5,0
615,198.0,432.296875,772.5,0
616,198.0,508.296875,783.5,0
617,198.0,554.296875,863.5,0
618,198.0,466.296875,857.5,0
619,198.0,433.296875,894.5,0
620,198.0,383.296875,847.5,0
621,201.0,707.296875,717.5,0
622,201.0,855.296875,801.5,0
623,201.0,882.296875,755.5,0
624,201.0,859.296875,744.5,0
625,201.0,844.296875,745.5,0
626,201.0,849.296875,888.5,0
627,201.0,889.296875,879.5,0
628,201.0,902.296875,828.5,0
629,201.0,905.296875,783.5,0
630,201.0,742.296875,784.5,0
631,225.0,427.296875,67.5,0
632,225.0,325.296875,106.5,0
633,225.0,280.296875,78.5,0
634,225.0,313.296875,142.5,0
635,225.0,400.296875,213.5,0
636,225.0,419.296875,216.5,0
637,225.0,338.296875,132.5,0
638,225.0,403.296875,259.5,0
639,225.0,376.296875,276.5,0
640,225.0,398.296875,285.5,0
641,225.0,495.296875,289.5,0
642,225.0,443.296875,255.5,0
643,225.0,411.296875,274.5,0
644,225.0,422.296875,284.5,0
645,225.0,436.296875,286.5,0
646,225.0,504.296875,277.5,0
647,225.0,541.296875,262.5,0
648,270.0,495.296875,671.5,0
649,270.0,459.296875,658.5,0
650,270.0,310.296875,722.5,0
651,270.0,279.296875,795.5,0
652,270.0,294.296875,886.5,0
653,270.0,342.296875,895.5,0
654,270.0,504.296875,928.5,0
655,231.0,714.296875,703.5,0
656,231.0,669.296875,656.5,0
657,231.0,619.296875,756.5,0
658,231.0,603.296875,757.5,0
659,231.0,624.296875,737.5,0
660,231.0,556.296875,766.5,0
661,231.0,589.296875,782.5,0
662,231.0,628.296875,827.5,0
663,231.0,654.296875,931.5,0
664,231.0,667.296875,761.5,0
665,231.0,705.296875,804.5,0
666,231.0,742.296875,764.5,0
667,231.0,778.296875,795.5,0
668,231.0,751.296875,823.5,0
669,231.0,724.296875,844.5,0
670,231.0,735.296875,881.5,0
671,231.0,785.296875,899.5,0
672,231.0,820.296875,826.5,0
673,48.0,455.296875,495.5,0
674,108.0,510.296875,787.5,0
675,108.0,483.296875,796.5,0
676,108.0,439.296875,724.5,0
677,108.0,426.296875,768.5,0
678,108.0,353.296875,767.5,0
679,108.0,330.296875,755.5,0
680,108.0,303.296875,793.5,0
681,108.0,393.296875,634.5,0
682,108.0,440.296875,627.5,0
683,108.0,482.296875,621.5,0
684,108.0,483.296875,698.5,0
685,108.0,496.296875,607.5,0
686,87.0,265.296875,537.5,0
687,234.0,46.296875,59.5,0
688,234.0,120.296875,127.5,0
689,234.0,191.296875,109.5,0
690,234.0,231.296875,69.5,0
691,234.0,112.296875,286.5,0
692,234.0,76.296875,232.5,0
693,234.0,412.296875,444.5,0
694,234.0,431.296875,416.5,0
695,234.0,384.296875,384.5,0
696,234.0,343.296875,467.5,0
697,234.0,401.296875,486.5,0
698,234.0,454.296875,513.5,0
699,234.0,469.296875,514.5,0
700,234.0,485.296875,521.5,0
701,234.0,362.296875,349.5,0
702,234.0,333.296875,319.5,0
703,234.0,403.296875,306.5,0
704,234.0,347.296875,312.5,0
705,234.0,318.296875,378.5,0
706,234.0,467.296875,327.5,0
707,234.0,532.296875,308.5,0
708,234.0,564.296875,294.5,0
709,33.0,439.296875,426.5,0
710,33.0,413.296875,414.5,0
711,33.0,422.296875,456.5,0
712,33.0,408.296875,474.5,0
713,33.0,340.296875,389.5,0
714,33.0,290.296875,497.5,0
715,66.0,678.296875,671.5,0
716,66.0,665.296875,732.5,0
717,66.0,625.296875,697.5,0
718,66.0,606.296875,753.5,0
719,66.0,577.296875,805.5,0
720,66.0,690.296875,764.5,0
721,93.0,657.296875,424.5,0
722,93.0,673.296875,472.5,0
723,93.0,704.296875,497.5,0
724,93.0,687.296875,521.5,0
725,93.0,729.296875,522.5,0
726,93.0,747.296875,458.5,0
727,93.0,755.296875,512.5,0
728,93.0,818.296875,503.5,0
729,93.0,871.296875,508.5,0
730,93.0,804.296875,440.5,0
731,93.0,860.296875,447.5,0
732,93.0,889.296875,460.5,0
733,93.0,907.296875,500.5,0
734,93.0,920.296875,433.5,0
735,93.0,917.296875,463.5,0
736,93.0,901.296875,398.5,0
737,93.0,869.296875,337.5,0
738,93.0,819.296875,314.5,0
739,93.0,778.296875,303.5,0
740,93.0,747.296875,297.5,0
741,93.0,883.296875,291.5,0
742,96.0,730.296875,70.5,0
743,96.0,728.296875,7.5,0
744,96.0,776.296875,41.5,0
745,96.0,828.296875,10.5,0
746,96.0,819.296875,54.5,0
747,96.0,893.296875,13.5,0
748,96.0,901.296875,56.5,0
749,96.0,902.296875,92.5,0
750,96.0,897.296875,124.5,0
751,96.0,873.296875,104.5,0
752,96.0,789.296875,94.5,0
753,96.0,827.296875,93.5,0
754,96.0,787.296875,122.5,0
755,96.0,805.296875,147.5,0
756,96.0,748.296875,135.5,0
757,96.0,769.296875,159.5,0
758,96.0,813.296875,185.5,0
759,96.0,794.296875,208.5,0
760,96.0,804.296875,240.5,0
761,96.0,830.296875,264.5,0
